"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(5, 83)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(5, 84)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(5, 85)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(5, 86)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(5, 87)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(5, 88)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(5, 89)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(5, 90)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 91)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 92)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 93)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 94)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 95)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 96)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 97)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 98)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 99)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 100)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 101)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 102)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(5, 103)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 104)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 105)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 106)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 107)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 108)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 109)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 110)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 111)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 112)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 113)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 114)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 115)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 116)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 117)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 118)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 119)",2022,01,CHOA CHU KANG,12,119,Improved,1979,3782
"(5, 120)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(5, 121)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(5, 122)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(5, 123)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(5, 124)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(5, 125)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(5, 126)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(5, 127)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(5, 128)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(5, 129)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(5, 130)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(5, 131)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(5, 132)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(5, 133)",2022,01,CHOA CHU KANG,507,134,Model A,1994,4015
"(5, 134)",2022,01,CHOA CHU KANG,507,134,Model A,1994,4015
"(5, 135)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(5, 136)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(5, 137)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(5, 138)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(5, 139)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(5, 140)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(5, 141)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(5, 142)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(5, 143)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(5, 144)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(5, 145)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(5, 146)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(5, 147)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(5, 148)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(5, 149)",2022,01,CHOA CHU KANG,108,154,Maisonette,1989,4351
"(5, 150)",2022,01,CHOA CHU KANG,108,154,Maisonette,1989,4351
"(6, 80)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(6, 81)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(6, 82)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(6, 83)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(6, 84)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(6, 85)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(6, 86)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(6, 87)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(6, 88)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(6, 89)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(6, 90)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 91)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 92)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 93)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 94)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 95)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 96)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 97)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 98)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 99)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 100)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 101)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 102)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(6, 103)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 104)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 105)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 106)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 107)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 108)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 109)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 110)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 111)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 112)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 113)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 114)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 115)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 116)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 117)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 118)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 119)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 120)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 121)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 122)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 123)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(6, 124)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(6, 125)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(6, 126)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(6, 127)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(6, 128)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(6, 129)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(6, 130)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(6, 131)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(6, 132)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(6, 133)",2022,01,CHOA CHU KANG,507,134,Model A,1994,4015
"(6, 134)",2022,01,CHOA CHU KANG,507,134,Model A,1994,4015
"(6, 135)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(6, 136)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(6, 137)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(6, 138)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(6, 139)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(6, 140)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(6, 141)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(6, 142)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(6, 143)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(6, 144)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(6, 145)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(6, 146)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(6, 147)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(6, 148)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(6, 149)",2022,01,CHOA CHU KANG,108,154,Maisonette,1989,4351
"(6, 150)",2022,01,CHOA CHU KANG,108,154,Maisonette,1989,4351
"(7, 80)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(7, 81)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(7, 82)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(7, 83)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(7, 84)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(7, 85)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(7, 86)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(7, 87)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(7, 88)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(7, 89)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(7, 90)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 91)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 92)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 93)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 94)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 95)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 96)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 97)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 98)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 99)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 100)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 101)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 102)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(7, 103)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 104)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 105)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 106)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 107)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 108)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 109)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 110)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 111)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 112)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 113)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 114)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 115)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 116)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 117)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 118)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 119)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 120)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 121)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 122)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 123)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 124)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(7, 125)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(7, 126)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(7, 127)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(7, 128)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(7, 129)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 130)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 131)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 132)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 133)",2022,01,CHOA CHU KANG,507,134,Model A,1994,4015
"(7, 134)",2022,01,CHOA CHU KANG,507,134,Model A,1994,4015
"(7, 135)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 136)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 137)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 138)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 139)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 140)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 141)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 142)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 143)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(7, 144)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(7, 145)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(7, 146)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(7, 147)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(7, 148)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(7, 149)",2022,01,CHOA CHU KANG,108,154,Maisonette,1989,4351
"(7, 150)",2022,01,CHOA CHU KANG,108,154,Maisonette,1989,4351
"(8, 80)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 81)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 82)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 83)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 84)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 85)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 86)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 87)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 88)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 89)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 90)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 91)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 92)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 93)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 94)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 95)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 96)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 97)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 98)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 99)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 100)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 101)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 102)",2022,01,BUKIT PANJANG,449,102,Model A,1997,3608
"(8, 103)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 104)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 105)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 106)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 107)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 108)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 109)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 110)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 111)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 112)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 113)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 114)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 115)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 116)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 117)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 118)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 119)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 120)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 121)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 122)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 123)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 124)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(8, 125)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(8, 126)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(8, 127)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(8, 128)",2022,01,BUKIT PANJANG,474,128,Premium Apartment,2003,3906
"(8, 129)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 130)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 131)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 132)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 133)",2022,01,CHOA CHU KANG,507,134,Model A,1994,4015
"(8, 134)",2022,01,CHOA CHU KANG,507,134,Model A,1994,4015
"(8, 135)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 136)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 137)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 138)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 139)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 140)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 141)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 142)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 143)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(8, 144)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(8, 145)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(8, 146)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(8, 147)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(8, 148)",2022,01,CHOA CHU KANG,274,148,Apartment,1993,4257
"(8, 149)",2022,01,CHOA CHU KANG,108,154,Maisonette,1989,4351
"(8, 150)",2022,01,CHOA CHU KANG,108,154,Maisonette,1989,4351
